cc_num,first,last,gender,street,city,zip,job,dob
8438375146249293,Mike,Brown,M,2nd Ave,Phoenix,84211.0,Engineer,1987-03-04
6169450853766524,Jane,Davis,F,Main St,Los Angeles,73913.0,Teacher,1962-12-21
4410778697182276,Bob,Wilson,F,Broadway,Houston,57243.0,Teacher,1957-03-20
4188516182981087,Joe,Brown,M,Maple St,Phoenix,71908.0,Lawyer,1972-02-08
3935869139323712,Jane,Brown,F,Maple St,Houston,20759.0,Clerk,1983-05-25
3823212759487420,John,Jones,F,2nd Ave,Los Angeles,37803.0,Engineer,1974-11-13
2045994773695268,Jane,Johnson,M,Main St,Chicago,98888.0,Lawyer,1961-08-12
2213510810398108,Nancy,Johnson,F,Broadway,Houston,27588.0,Doctor,1974-12-12
6424990980134525,Bob,Brown,M,Elm St,New York,22491.0,Doctor,1989-02-01
8637470522681393,Joe,Johnson,F,Broadway,Houston,89124.0,Lawyer,1994-07-18
5841410614599015,Nancy,Davis,M,Main St,New York,84290.0,Doctor,1963-11-27
7387591731612817,Bob,Wilson,M,1st Ave,Phoenix,17046.0,Nurse,1999-01-24
7217626590375513,Alice,Johnson,M,1st Ave,Phoenix,95948.0,Artist,1955-02-01
7080440013134134,Bob,Johnson,M,Broadway,Chicago,13043.0,Nurse,2003-06-17
1445967671799808,John,Jones,F,Elm St,New York,54019.0,Artist,1975-11-01
4406356390122397,Bob,Clark,F,2nd Ave,Chicago,39096.0,Artist,2001-05-01
7403603358432640,Jane,Wilson,M,1st Ave,Houston,93771.0,Nurse,2005-02-08
4967457890134547,Emily,Brown,F,Maple St,Chicago,85307.0,Teacher,1966-10-06
1395106197202978,Emily,Clark,F,2nd Ave,Houston,60508.0,Clerk,1964-08-20
4833127936623073,Emily,Wilson,F,Elm St,Phoenix,17912.0,Teacher,1980-11-10
5089425082847489,Mike,Davis,F,1st Ave,Chicago,41772.0,Engineer,1983-05-17
7870369412565618,Bob,Wilson,M,Elm St,Phoenix,40378.0,Teacher,1979-05-12
8895717573877837,Emily,Clark,F,Main St,Houston,21172.0,Clerk,1987-11-14
6628538377634313,Joe,Davis,F,2nd Ave,New York,14026.0,Artist,1959-09-15
8805836189127154,John,Wilson,F,Main St,Los Angeles,35415.0,Lawyer,2000-02-10
3445978678159930,Nancy,Clark,F,Elm St,Houston,27427.0,Clerk,1958-09-23
9991842437016603,John,Wilson,F,Elm St,Houston,64187.0,Engineer,1957-05-22
6391518678129070,Emily,Brown,M,Broadway,Los Angeles,38727.0,Engineer,1996-08-23
7460144084731973,John,Davis,F,Broadway,Los Angeles,48217.0,Lawyer,1993-06-18
8035686794908331,Emily,Williams,F,1st Ave,Phoenix,84638.0,Nurse,1972-10-14
7281138416485122,John,Williams,F,Main St,Houston,41480.0,Teacher,1997-05-18
3667493747126450,Jane,Johnson,F,Main St,Houston,68807.0,Engineer,1991-05-20
3281696728802954,Alice,Clark,M,Elm St,Chicago,80839.0,Nurse,1982-11-07
5354979190264123,Nancy,Wilson,F,Broadway,Los Angeles,29501.0,Artist,1955-06-12
8380676395244843,Joe,Clark,F,2nd Ave,New York,,,1968-02-21
7274815158912488,Joe,Brown,M,Elm St,Houston,87245.0,Artist,1971-04-18
3622556887399519,Mike,Johnson,F,Main St,Chicago,12055.0,Nurse,1989-02-15
3700790148177958,Nancy,Clark,M,Main St,New York,71267.0,Nurse,1981-09-17
5152617136263396,Emily,Clark,F,Elm St,Phoenix,42781.0,Artist,1980-05-14
7501691347664844,Nancy,Jones,F,Elm St,Chicago,59945.0,Teacher,1987-11-05
2707728075418034,Alice,Brown,M,Maple St,New York,12149.0,Doctor,1998-04-18
9371824511927911,Alice,Davis,M,Elm St,Houston,23608.0,Engineer,1969-11-07
5633125756783538,Alice,Jones,M,Main St,Chicago,82382.0,Artist,1963-01-29
1426417792379565,Jane,Jones,F,Maple St,Los Angeles,11804.0,Lawyer,1979-12-31
9576144433401329,Nancy,Brown,F,2nd Ave,New York,22641.0,Engineer,1962-10-05
3711510567105580,Nancy,Johnson,F,Main St,Houston,23785.0,Teacher,1962-11-04
4381532815614930,Mike,Williams,M,Elm St,Chicago,96458.0,Clerk,2005-03-03
2639919716806045,Bob,Johnson,M,Broadway,New York,38974.0,Artist,1976-03-14
9774222376811422,Joe,Williams,F,2nd Ave,Phoenix,70631.0,Engineer,1989-07-03
5514468281213801,Joe,Smith,F,Maple St,Phoenix,76295.0,Teacher,1984-06-05
5929605755466395,Bob,Williams,M,Maple St,Los Angeles,79396.0,Teacher,1968-05-05
4337584115674868,Emily,Brown,M,1st Ave,Chicago,24859.0,Clerk,1986-09-08
7194579481126091,Mike,Williams,F,Maple St,Chicago,28025.0,Engineer,1972-05-10
2111314477645686,Mike,Smith,F,Main St,Los Angeles,99111.0,Lawyer,1970-08-31
2943708768126750,John,Davis,F,2nd Ave,Chicago,,,1997-06-30
7115626683466728,Nancy,Davis,F,2nd Ave,Phoenix,60968.0,Engineer,1978-10-12
7164829840145980,Alice,Williams,M,Elm St,Phoenix,40727.0,Clerk,1956-01-30
7126865529607526,John,Johnson,F,2nd Ave,Los Angeles,55731.0,Doctor,1986-12-06
9031125386647346,Jane,Williams,M,Maple St,Houston,93745.0,Nurse,1992-10-29
9577951323679384,Joe,Brown,F,Main St,Los Angeles,45953.0,Lawyer,1957-08-10
9677194560171020,Jane,Clark,F,Broadway,Phoenix,76097.0,Teacher,1984-08-01
3401800190846381,Mike,Brown,F,2nd Ave,Los Angeles,75773.0,Lawyer,1980-08-09
6245252421892612,Joe,Jones,M,Maple St,Phoenix,81514.0,Artist,1988-08-10
1933955673404714,Joe,Johnson,F,Main St,Houston,21325.0,Doctor,1963-04-12
5793382239236376,Joe,Johnson,M,Maple St,Phoenix,56206.0,Engineer,1977-09-05
9234160526483367,Jane,Williams,F,Maple St,Chicago,33851.0,Doctor,1988-08-30
6350332939133843,Mike,Williams,F,Maple St,New York,77743.0,Nurse,1997-05-17
5304413236941821,Nancy,Clark,M,Elm St,Houston,75031.0,Clerk,1982-11-18
5070648072458117,Joe,Brown,F,2nd Ave,New York,81093.0,Lawyer,1996-01-07
4950864445142893,Joe,Clark,M,1st Ave,Houston,87200.0,Artist,1971-06-04
4340563615783012,Bob,Jones,M,1st Ave,Houston,96923.0,Teacher,1987-06-30
8297537231216930,Joe,Smith,M,Broadway,Houston,29033.0,Artist,1999-08-15
9164545358266400,Joe,Williams,F,Elm St,Houston,74755.0,Clerk,1978-05-30
9620256318535828,Alice,Johnson,F,Main St,Phoenix,47481.0,Teacher,1989-04-07
7111234523958607,Joe,Davis,M,2nd Ave,Chicago,15578.0,Doctor,1983-08-28
3747766444585692,Joe,Williams,F,Main St,Phoenix,74717.0,Artist,1978-06-13
8907910719233703,Nancy,Clark,F,1st Ave,Phoenix,83798.0,Artist,1964-06-13
9610377483788436,Jane,Wilson,F,Elm St,Chicago,37492.0,Clerk,1966-01-08
7320105652667452,John,Jones,M,Main St,Houston,70832.0,Engineer,1994-08-10
4246301266596359,Jane,Johnson,M,2nd Ave,Chicago,32559.0,Clerk,1987-12-11
8575486312432990,Joe,Clark,F,Elm St,New York,60387.0,Nurse,1981-07-11
3297490972398111,Emily,Davis,M,2nd Ave,Chicago,96862.0,Engineer,1987-05-10
9459438626166167,Alice,Davis,F,2nd Ave,Phoenix,55765.0,Lawyer,2000-04-26
2965566393362759,Joe,Jones,F,Elm St,Houston,16390.0,Artist,1983-01-12
7403445373128154,Jane,Johnson,F,Elm St,Phoenix,22416.0,Doctor,1961-08-05
5448627242099754,Mike,Williams,F,Maple St,New York,81365.0,Doctor,1957-02-22
8269260145405010,Jane,Jones,F,2nd Ave,Houston,98396.0,Teacher,1958-02-14
4945646064461628,Bob,Brown,F,1st Ave,Los Angeles,15194.0,Lawyer,2006-04-04
3100636424985666,Joe,Johnson,M,2nd Ave,Phoenix,56039.0,Teacher,1961-01-25
8901773857253795,Joe,Jones,F,Elm St,Phoenix,91875.0,Engineer,1956-09-17
5435766319978018,Nancy,Jones,M,Maple St,Chicago,78376.0,Doctor,1972-11-25
6473925825494173,Bob,Clark,M,Broadway,Houston,55875.0,Doctor,1971-05-21
4391929952632524,Jane,Smith,F,Main St,Phoenix,82715.0,Artist,1964-05-17
7987344259708701,John,Smith,M,2nd Ave,New York,40765.0,Nurse,1966-06-15
4463485922592277,Jane,Davis,F,Maple St,Houston,64920.0,Artist,1981-11-15
1207685779458626,Mike,Williams,M,Main St,Houston,42556.0,Engineer,1962-01-03
9493211278371970,Joe,Brown,F,2nd Ave,Chicago,52275.0,Lawyer,1982-03-05
3371722224385516,Mike,Brown,F,Maple St,Phoenix,36760.0,Nurse,1993-12-07
6751314538818107,Nancy,Jones,M,2nd Ave,Phoenix,62320.0,Artist,1975-05-01
5591392657721120,Nancy,Jones,F,Maple St,Los Angeles,49847.0,Doctor,2006-08-13
7401462747166641,Nancy,Wilson,F,Broadway,Los Angeles,53169.0,Lawyer,1968-07-25
7634580770516659,Nancy,Davis,M,Elm St,Houston,64359.0,Teacher,1959-01-31
2059776767776803,Nancy,Jones,F,Maple St,Phoenix,57148.0,Engineer,1999-01-02
5293563526459488,Mike,Johnson,M,1st Ave,Chicago,31344.0,Teacher,1974-05-29
7870390129294137,John,Williams,F,Maple St,Phoenix,46124.0,Doctor,1974-09-19
3315150391966060,Bob,Williams,F,Elm St,Chicago,95925.0,Nurse,2001-08-03
